Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nc,71934026,1,"Saturday, February  2, 2013 21:00:19 UTC",38.8175,-122.8138,1.1,3.30,25,"Northern California"
nc,71934021,0,"Saturday, February  2, 2013 20:49:31 UTC",38.8738,-122.8082,1.0,1.20,15,"Northern California"
ci,15280681,0,"Saturday, February  2, 2013 20:46:03 UTC",32.9233,-116.2942,1.1,9.10,20,"Southern California"
ak,10649507,1,"Saturday, February  2, 2013 20:45:40 UTC",64.5180,-146.2734,1.4,8.20, 8,"Central Alaska"
ci,15280673,0,"Saturday, February  2, 2013 20:41:12 UTC",35.8352,-117.6842,1.4,1.70,39,"Central California"
ak,10649501,1,"Saturday, February  2, 2013 20:08:20 UTC",60.9225,-146.9076,1.6,20.70,12,"Southern Alaska"
ci,15280665,0,"Saturday, February  2, 2013 19:59:51 UTC",33.7518,-117.5328,1.4,22.50,17,"Greater Los Angeles area, California"
ci,15280657,0,"Saturday, February  2, 2013 19:57:21 UTC",35.8372,-117.6843,1.3,1.70,29,"Central California"
nc,71933996,0,"Saturday, February  2, 2013 19:27:28 UTC",38.8192,-122.8022,1.0,4.10,18,"Northern California"
us,c000f06g,3,"Saturday, February  2, 2013 19:24:34 UTC",-11.2194,165.2014,5.1,29.50,77,"Santa Cruz Islands"
ci,15280649,0,"Saturday, February  2, 2013 19:15:05 UTC",33.4192,-116.3332,1.4,13.50,20,"Southern California"
ci,15280641,0,"Saturday, February  2, 2013 19:11:16 UTC",36.3333,-118.0087,1.6,0.00,15,"Central California"
us,c000f05y,6,"Saturday, February  2, 2013 18:58:07 UTC",-10.9125,165.2604,6.1,10.00,107,"Santa Cruz Islands"
us,c000f05u,7,"Saturday, February  2, 2013 18:54:32 UTC",-11.0276,165.3362,5.1,36.60,50,"Santa Cruz Islands"
nc,71933986,0,"Saturday, February  2, 2013 18:50:13 UTC",38.7747,-122.7395,1.0,1.50,19,"Northern California"
ci,15280625,0,"Saturday, February  2, 2013 18:34:23 UTC",34.2613,-116.4348,1.6,0.40,37,"Southern California"
us,c000f056,A,"Saturday, February  2, 2013 18:31:38 UTC",29.4141,141.9384,5.5,50.80,190,"Izu Islands, Japan region"
ak,10649472,1,"Saturday, February  2, 2013 18:22:19 UTC",60.2249,-150.0107,1.7,32.50, 4,"Kenai Peninsula, Alaska"
ci,15280617,0,"Saturday, February  2, 2013 18:18:51 UTC",33.0465,-116.4438,2.0,7.10,90,"Southern California"
pr,13033003,0,"Saturday, February  2, 2013 18:16:51 UTC",19.8878,-67.5970,3.1,56.00,10,"Puerto Rico region"
ak,10649463,1,"Saturday, February  2, 2013 17:56:08 UTC",63.5505,-150.6741,2.2,4.60, 8,"Central Alaska"
ci,15280601,0,"Saturday, February  2, 2013 17:41:03 UTC",33.9412,-116.0932,1.7,31.40,24,"Southern California"
ci,15280593,0,"Saturday, February  2, 2013 17:36:05 UTC",33.3253,-116.3025,1.3,12.20,65,"Southern California"
nn,00401617,9,"Saturday, February  2, 2013 17:25:43 UTC",38.4146,-117.8554,1.5,3.60,15,"Nevada"
ci,15280585,0,"Saturday, February  2, 2013 17:20:39 UTC",33.2773,-116.7812,1.2,12.50,65,"Southern California"
nc,71933971,1,"Saturday, February  2, 2013 17:07:53 UTC",37.7570,-122.5627,2.0,12.00,37,"offshore Northern California"
nc,71933966,1,"Saturday, February  2, 2013 17:07:23 UTC",37.7567,-122.5652,1.8,12.50,29,"offshore Northern California"
ci,15280561,0,"Saturday, February  2, 2013 16:48:03 UTC",33.4755,-116.7632,1.0,6.00,42,"Southern California"
ak,10649444,1,"Saturday, February  2, 2013 16:34:14 UTC",61.3786,-147.1915,1.8,20.60, 7,"Southern Alaska"
ci,15280545,1,"Saturday, February  2, 2013 16:11:06 UTC",33.7000,-116.8110,1.3,18.30,61,"Southern California"
ci,15280529,0,"Saturday, February  2, 2013 15:01:42 UTC",36.0240,-117.7802,1.4,2.40,13,"Central California"
us,c000f03a,7,"Saturday, February  2, 2013 14:17:34 UTC",42.8116,143.0784,6.9,103.10,583,"Hokkaido, Japan region"
us,c000f02n,9,"Saturday, February  2, 2013 13:35:35 UTC",46.5089,14.6419,4.5,10.00,70,"Austria"
pr,13033002,0,"Saturday, February  2, 2013 13:29:13 UTC",18.5221,-63.9562,2.6,26.00, 6,"Virgin Islands region"
ak,10649412,1,"Saturday, February  2, 2013 13:19:53 UTC",63.3026,-151.2730,1.2,3.70, 7,"Central Alaska"
ci,15280513,0,"Saturday, February  2, 2013 13:18:23 UTC",35.8118,-118.5027,2.1,3.10,51,"Central California"
nc,71933926,0,"Saturday, February  2, 2013 13:16:26 UTC",38.8395,-122.7733,1.0,2.00, 8,"Northern California"
ak,10649409,1,"Saturday, February  2, 2013 13:15:58 UTC",60.0949,-153.0860,2.6,113.70, 9,"Southern Alaska"
ak,10649400,1,"Saturday, February  2, 2013 13:03:50 UTC",63.6074,-149.1294,2.4,0.10,33,"Central Alaska"
ak,10649397,1,"Saturday, February  2, 2013 12:52:25 UTC",62.0784,-145.1661,1.7,22.50, 7,"Central Alaska"
ci,15280505,0,"Saturday, February  2, 2013 12:50:49 UTC",33.6887,-116.7928,1.2,19.50,59,"Southern California"
nc,71933896,1,"Saturday, February  2, 2013 12:39:27 UTC",38.8095,-122.8145,1.5,3.20,24,"Northern California"
nc,71933891,0,"Saturday, February  2, 2013 12:33:18 UTC",38.7770,-122.7243,1.0,2.50,19,"Northern California"
ak,10649391,1,"Saturday, February  2, 2013 12:27:49 UTC",59.9634,-153.0025,1.5,5.30, 4,"Southern Alaska"
ak,10649386,1,"Saturday, February  2, 2013 12:03:25 UTC",63.3774,-150.5200,1.6,3.40,12,"Central Alaska"
ak,10649383,1,"Saturday, February  2, 2013 12:02:24 UTC",62.6010,-150.9170,1.6,70.00,11,"Central Alaska"
nc,71933876,1,"Saturday, February  2, 2013 12:00:12 UTC",36.4615,-120.4765,2.8,14.70,71,"Central California"
us,c000f01s,6,"Saturday, February  2, 2013 11:54:04 UTC",-9.7285,112.9597,4.5,35.10,36,"south of Java, Indonesia"
us,c000f01m,8,"Saturday, February  2, 2013 11:33:53 UTC",34.2611,24.9827,4.8,9.40,129,"Crete, Greece"
ci,15280481,0,"Saturday, February  2, 2013 11:26:51 UTC",36.0288,-117.7775,1.7,2.70,10,"Central California"
ak,10649379,1,"Saturday, February  2, 2013 11:25:29 UTC",59.9595,-153.0075,1.1,5.60, 4,"Southern Alaska"
nc,71933861,0,"Saturday, February  2, 2013 11:12:35 UTC",37.3915,-118.9018,1.2,3.40,10,"Central California"
ci,15280473,0,"Saturday, February  2, 2013 11:01:14 UTC",33.7007,-116.7182,1.3,19.70,84,"Southern California"
ci,15280465,0,"Saturday, February  2, 2013 10:57:55 UTC",33.2753,-116.7828,1.0,15.80,61,"Southern California"
nc,71933851,3,"Saturday, February  2, 2013 10:50:04 UTC",36.4590,-120.4722,3.1,15.60,75,"Central California"
nc,71933846,0,"Saturday, February  2, 2013 10:44:45 UTC",38.8533,-122.8243,1.2,2.20,20,"Northern California"
nc,71933831,1,"Saturday, February  2, 2013 10:43:36 UTC",38.7787,-122.7237,2.2,1.80,43,"Northern California"
ci,15280441,0,"Saturday, February  2, 2013 10:33:29 UTC",35.8078,-118.4875,1.6,0.60,19,"Central California"
nc,71933811,0,"Saturday, February  2, 2013 10:11:12 UTC",38.8573,-122.8195,1.1,1.70,12,"Northern California"
ak,10649353,1,"Saturday, February  2, 2013 10:03:45 UTC",62.4530,-152.1493,2.0,0.20,14,"Central Alaska"
ci,15280433,0,"Saturday, February  2, 2013 09:26:49 UTC",32.4172,-115.6175,2.1,5.80,14,"Baja California, Mexico"
ci,15280425,0,"Saturday, February  2, 2013 09:01:19 UTC",33.4598,-116.4553,1.6,8.80,95,"Southern California"
nc,71933761,1,"Saturday, February  2, 2013 08:38:08 UTC",35.6597,-121.0945,1.8,5.50,36,"Central California"
ak,10649335,1,"Saturday, February  2, 2013 07:49:36 UTC",64.8377,-147.3964,1.0,11.30, 8,"Central Alaska"
ak,10649329,1,"Saturday, February  2, 2013 07:48:04 UTC",64.8519,-147.3589,1.2,14.40, 8,"Central Alaska"
uw,60504271,1,"Saturday, February  2, 2013 07:45:16 UTC",47.8697,-121.6545,1.0,12.10,10,"Washington"
ak,10649321,1,"Saturday, February  2, 2013 07:34:38 UTC",63.0253,-148.8871,1.8,99.80, 7,"Central Alaska"
nc,71933731,1,"Saturday, February  2, 2013 07:27:56 UTC",38.8175,-122.8038,1.6,3.80,38,"Northern California"
nc,71933721,1,"Saturday, February  2, 2013 07:26:48 UTC",38.8178,-122.8043,2.1,3.60,46,"Northern California"
us,c000f005,4,"Saturday, February  2, 2013 07:21:20 UTC",-6.5494,130.0167,4.5,145.00,52,"Banda Sea"
nn,00401578,9,"Saturday, February  2, 2013 07:18:16 UTC",37.1873,-118.1738,1.8,5.40,15,"Central California"
ci,15280409,0,"Saturday, February  2, 2013 07:03:02 UTC",33.2342,-116.0110,1.4,5.80,12,"Southern California"
ci,15280393,0,"Saturday, February  2, 2013 06:53:42 UTC",33.6287,-117.0852,1.1,4.30,27,"Southern California"
se,020213a,A,"Saturday, February  2, 2013 06:47:03 UTC",34.9630,-84.9320,2.8,8.40,20,"Georgia, USA"
ak,10649289,1,"Saturday, February  2, 2013 06:39:18 UTC",60.0724,-152.6798,3.7,103.60,89,"Southern Alaska"
ci,15280377,0,"Saturday, February  2, 2013 06:35:18 UTC",33.4382,-116.6403,1.7,11.90,14,"Southern California"
nc,71933676,0,"Saturday, February  2, 2013 06:34:58 UTC",38.8168,-122.8250,1.2,2.80,20,"Northern California"
us,c000ezzr,8,"Saturday, February  2, 2013 06:26:31 UTC",30.8769,142.6756,4.8,32.20,299,"Izu Islands, Japan region"
ak,10649281,1,"Saturday, February  2, 2013 05:49:04 UTC",64.4913,-146.9404,1.5,3.70,12,"Central Alaska"
us,c000ezzh,8,"Saturday, February  2, 2013 05:10:01 UTC",10.7267,-62.2780,4.4,89.60,130,"offshore Sucre, Venezuela"
ak,10649270,1,"Saturday, February  2, 2013 05:09:38 UTC",60.8114,-147.8358,2.4,19.80,24,"Southern Alaska"
nn,00401575,9,"Saturday, February  2, 2013 05:07:51 UTC",37.3405,-117.1145,1.4,3.30,23,"Nevada"
ak,10649268,1,"Saturday, February  2, 2013 04:45:48 UTC",63.0308,-149.8909,1.2,20.10, 6,"Central Alaska"
pr,13033000,0,"Saturday, February  2, 2013 04:41:47 UTC",18.0396,-67.0586,1.9,17.00, 4,"Puerto Rico"
ak,10649264,1,"Saturday, February  2, 2013 04:38:32 UTC",66.2503,-149.1014,2.4,15.80,15,"northern Alaska"
nc,71933631,0,"Saturday, February  2, 2013 04:19:49 UTC",37.4702,-118.8447,1.2,9.80,11,"Central California"
us,c000ezyt,7,"Saturday, February  2, 2013 04:16:20 UTC",-11.0856,165.1736,5.6,28.60,68,"Santa Cruz Islands"
nc,71933621,0,"Saturday, February  2, 2013 04:10:48 UTC",37.4687,-118.8477,1.2,9.50,15,"Central California"
ci,15280353,0,"Saturday, February  2, 2013 04:04:35 UTC",33.3883,-116.8558,1.1,13.00,31,"Southern California"
ak,10649248,1,"Saturday, February  2, 2013 03:56:11 UTC",62.3026,-148.9235,1.8,30.80,23,"Central Alaska"
us,c000f00n,4,"Saturday, February  2, 2013 03:48:06 UTC",-32.5616,-71.6039,4.0,30.20,12,"offshore Valparaiso, Chile"
us,c000ezyg,7,"Saturday, February  2, 2013 03:44:34 UTC",34.9903,-97.4664,2.8,13.80,19,"Oklahoma"
us,c000ezyd,7,"Saturday, February  2, 2013 03:39:51 UTC",-10.8641,165.3471,4.9,19.80,114,"Santa Cruz Islands"
us,c000ezya,7,"Saturday, February  2, 2013 03:39:51 UTC",23.7353,121.9889,5.1,22.50,73,"Taiwan"
ci,15280345,0,"Saturday, February  2, 2013 03:22:56 UTC",34.0055,-117.1683,1.2,8.80,62,"Greater Los Angeles area, California"
ci,15280337,0,"Saturday, February  2, 2013 03:09:41 UTC",33.7935,-116.0768,1.4,3.80,58,"Southern California"
ak,10649234,1,"Saturday, February  2, 2013 03:08:38 UTC",62.1357,-151.7013,1.8,90.90,14,"Central Alaska"
ak,10649223,1,"Saturday, February  2, 2013 02:43:05 UTC",62.1728,-150.8119,2.7,68.80,48,"Central Alaska"
nc,71933576,0,"Saturday, February  2, 2013 02:27:52 UTC",38.7897,-122.7358,1.0,1.40,13,"Northern California"
nc,71933566,1,"Saturday, February  2, 2013 02:17:20 UTC",38.8160,-122.8113,1.7,3.50,35,"Northern California"
ci,15280313,0,"Saturday, February  2, 2013 02:16:27 UTC",33.5053,-116.5592,1.2,15.50,27,"Southern California"
ak,10649209,1,"Saturday, February  2, 2013 02:13:53 UTC",61.7755,-149.5002,2.2,16.80,38,"Southern Alaska"
ak,10649203,1,"Saturday, February  2, 2013 02:04:32 UTC",63.5175,-147.3573,1.5,5.90,11,"Central Alaska"
nc,71933561,1,"Saturday, February  2, 2013 01:50:52 UTC",38.8040,-122.8100,2.2,1.60,39,"Northern California"
nc,71933556,1,"Saturday, February  2, 2013 01:25:01 UTC",38.7482,-122.7150,1.9,1.80,26,"Northern California"
us,c000ezxv,8,"Saturday, February  2, 2013 01:20:41 UTC",-10.8275,165.2375,4.9,35.20,94,"Santa Cruz Islands"
us,c000ezxz,4,"Saturday, February  2, 2013 01:19:36 UTC",-6.9599,105.4014,5.1,38.70,127,"Sunda Strait, Indonesia"
nc,71933551,0,"Saturday, February  2, 2013 01:18:26 UTC",36.5617,-121.1018,1.8,6.40,13,"Central California"
us,c000ezxt,7,"Saturday, February  2, 2013 01:15:49 UTC",-11.1458,165.3868,5.0,26.90,112,"Santa Cruz Islands"
ak,10649184,1,"Saturday, February  2, 2013 01:09:53 UTC",64.7763,-147.5642,1.2,17.00,11,"Central Alaska"
nc,71933536,0,"Saturday, February  2, 2013 00:52:30 UTC",38.8197,-122.7755,1.1,1.10, 7,"Northern California"
ak,10649176,1,"Saturday, February  2, 2013 00:51:29 UTC",62.7755,-148.9413,1.5,56.10, 8,"Central Alaska"
ci,15280281,0,"Saturday, February  2, 2013 00:31:22 UTC",33.6358,-116.7338,1.0,17.30,27,"Southern California"
ak,10649167,1,"Saturday, February  2, 2013 00:07:16 UTC",64.9974,-147.4359,1.4,0.10,10,"Central Alaska"
ci,15280265,0,"Friday, February  1, 2013 23:58:08 UTC",33.7962,-116.0792,1.3,2.20,49,"Southern California"
ci,15280257,0,"Friday, February  1, 2013 23:48:36 UTC",33.7932,-116.0752,1.3,1.50,24,"Southern California"
nc,71933491,0,"Friday, February  1, 2013 23:18:46 UTC",38.7858,-122.7267,1.2,2.20,22,"Northern California"
ak,10649155,1,"Friday, February  1, 2013 23:16:23 UTC",63.9323,-148.8570,2.3,0.20,23,"Central Alaska"
us,c000ezxg,6,"Friday, February  1, 2013 23:16:04 UTC",13.7867,144.5918,4.4,153.90,31,"Guam region"
ak,10648994,1,"Friday, February  1, 2013 22:59:52 UTC",63.4270,-148.1450,1.4,135.60,11,"Central Alaska"
ci,15280241,0,"Friday, February  1, 2013 22:52:30 UTC",33.7932,-116.0817,1.1,1.80,47,"Southern California"
nc,71933471,1,"Friday, February  1, 2013 22:51:25 UTC",38.7777,-122.7720,1.2,1.60,24,"Northern California"
ci,15280233,0,"Friday, February  1, 2013 22:48:12 UTC",33.1867,-116.4723,1.4,22.00,20,"Southern California"
ci,15280225,0,"Friday, February  1, 2013 22:37:48 UTC",33.7902,-116.0687,1.2,4.10,39,"Southern California"
us,c000ezvd,6,"Friday, February  1, 2013 22:26:30 UTC",-11.1483,165.3388,4.9,9.80,26,"Santa Cruz Islands"
ci,15280209,0,"Friday, February  1, 2013 22:22:59 UTC",33.0540,-116.4377,1.3,8.40,33,"Southern California"
us,c000ezw4,E,"Friday, February  1, 2013 22:18:35 UTC",-11.0635,165.3264,6.4,22.00,133,"Santa Cruz Islands"
us,c000ezv6,E,"Friday, February  1, 2013 22:16:36 UTC",-10.9263,165.4500,6.3,19.90,288,"Santa Cruz Islands"
ci,15280193,0,"Friday, February  1, 2013 22:09:15 UTC",33.7948,-116.0757,1.3,5.00,25,"Southern California"
ci,15280185,0,"Friday, February  1, 2013 22:04:31 UTC",33.4443,-117.5757,1.9,20.20,11,"Greater Los Angeles area, California"
nc,71933426,1,"Friday, February  1, 2013 22:01:03 UTC",37.3245,-122.1038,1.8,0.60,30,"San Francisco Bay area, California"
ak,10648956,2,"Friday, February  1, 2013 21:59:22 UTC",52.1327,-173.4500,1.8,30.70, 7,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15280169,0,"Friday, February  1, 2013 21:50:23 UTC",33.9990,-117.2000,1.6,1.00,27,"Greater Los Angeles area, California"
nn,00401533,9,"Friday, February  1, 2013 21:41:23 UTC",39.0947,-118.1520,1.8,8.80,15,"Nevada"
uw,60504161,1,"Friday, February  1, 2013 21:38:36 UTC",48.0273,-122.8138,1.1,15.30,11,"Puget Sound region, Washington"
ak,10648939,1,"Friday, February  1, 2013 21:25:41 UTC",61.7584,-148.3941,1.1,15.90, 6,"Southern Alaska"
ci,15280161,0,"Friday, February  1, 2013 21:22:42 UTC",33.7282,-116.6772,1.9,17.60,13,"Southern California"
nc,71933381,2,"Friday, February  1, 2013 21:11:14 UTC",40.4413,-121.4947,1.9,2.50, 7,"Lassen Peak area, California"
nc,71933376,4,"Friday, February  1, 2013 21:04:14 UTC",39.6178,-121.5483,2.3,0.00,12,"Northern California"
ak,10648915,2,"Friday, February  1, 2013 21:03:50 UTC",65.5150,-144.5203,4.2,12.70,18,"northern Alaska"
nc,71933366,1,"Friday, February  1, 2013 20:47:40 UTC",36.7890,-122.0813,2.6,4.40,54,"offshore Central California"
ak,10648847,1,"Friday, February  1, 2013 19:59:32 UTC",62.1937,-148.3900,1.6,23.80,13,"Central Alaska"
nc,71933311,3,"Friday, February  1, 2013 19:59:13 UTC",38.7993,-122.7918,2.2,3.50,60,"Northern California"
nc,71933306,0,"Friday, February  1, 2013 19:54:08 UTC",37.4102,-118.6012,1.5,11.30,15,"Central California"
nn,00401515,9,"Friday, February  1, 2013 19:40:23 UTC",36.5369,-116.4606,1.6,6.30,17,"Nevada"
ci,15280025,0,"Friday, February  1, 2013 19:33:18 UTC",36.1777,-118.0145,1.7,8.80,15,"Central California"
ak,10648773,1,"Friday, February  1, 2013 19:32:26 UTC",62.0317,-149.8707,2.0,39.70, 9,"Central Alaska"
ak,10648770,1,"Friday, February  1, 2013 19:23:49 UTC",63.2170,-149.0013,1.4,1.50,10,"Central Alaska"
nc,71933281,0,"Friday, February  1, 2013 19:22:30 UTC",35.6470,-120.9358,1.3,5.50,19,"Central California"
ci,15280017,0,"Friday, February  1, 2013 19:22:18 UTC",33.7940,-116.0802,1.6,2.60,69,"Southern California"
ci,15280009,2,"Friday, February  1, 2013 18:55:42 UTC",33.9218,-116.3910,1.5,7.10,17,"Southern California"
ak,10648751,1,"Friday, February  1, 2013 18:55:19 UTC",61.8733,-150.6543,2.0,34.00,26,"Southern Alaska"
ak,10648745,1,"Friday, February  1, 2013 18:42:59 UTC",62.1499,-147.8827,1.5,39.70, 7,"Central Alaska"
us,c000ezq1,7,"Friday, February  1, 2013 18:23:06 UTC",42.8682,142.7919,4.6,131.00,206,"Hokkaido, Japan region"
nc,71933226,3,"Friday, February  1, 2013 18:13:43 UTC",37.4073,-118.6025,2.1,12.20,43,"Central California"
ci,15279993,2,"Friday, February  1, 2013 18:05:08 UTC",33.1777,-116.0423,1.4,5.10,43,"Southern California"
us,c000ezps,5,"Friday, February  1, 2013 18:04:10 UTC",-6.8434,129.5571,4.4,156.10,27,"Banda Sea"
uw,60504056,3,"Friday, February  1, 2013 17:55:34 UTC",47.8780,-121.6550,1.2,11.20,25,"Washington"
uw,60504041,2,"Friday, February  1, 2013 17:41:20 UTC",47.7103,-120.1837,1.7,0.60, 8,"Washington"
ci,15279985,2,"Friday, February  1, 2013 17:34:51 UTC",33.1762,-116.0442,1.3,3.60,22,"Southern California"
ak,10648718,1,"Friday, February  1, 2013 17:28:10 UTC",63.1808,-149.5020,1.1,75.10, 7,"Central Alaska"
us,c000ezp6,5,"Friday, February  1, 2013 17:21:23 UTC",-24.0765,-66.9065,4.7,179.50,43,"Salta, Argentina"
us,c000ezp4,7,"Friday, February  1, 2013 17:08:26 UTC",-0.1816,123.0677,4.9,124.90,132,"Sulawesi, Indonesia"
nc,71933176,0,"Friday, February  1, 2013 16:56:22 UTC",38.7535,-122.6965,1.3,1.60,13,"Northern California"
nc,71933171,0,"Friday, February  1, 2013 16:55:44 UTC",38.7550,-122.7042,1.2,1.20,12,"Northern California"
ci,15279953,2,"Friday, February  1, 2013 16:48:22 UTC",36.1512,-118.0758,1.0,3.80,28,"Central California"
ci,15279921,0,"Friday, February  1, 2013 16:25:19 UTC",33.0278,-116.4280,1.5,7.20,54,"Southern California"
ak,10648698,1,"Friday, February  1, 2013 16:21:50 UTC",63.3450,-152.0138,2.3,42.20, 8,"Central Alaska"
nc,71933131,1,"Friday, February  1, 2013 16:19:24 UTC",38.8258,-122.8545,1.2,2.60,24,"Northern California"
nc,71933121,1,"Friday, February  1, 2013 16:00:55 UTC",38.8112,-122.8230,1.8,2.40,27,"Northern California"
ci,15279873,2,"Friday, February  1, 2013 16:00:35 UTC",35.4507,-118.3440,1.1,5.10,29,"Central California"
nc,71933116,1,"Friday, February  1, 2013 15:58:05 UTC",37.4810,-118.8452,1.7,10.60,31,"Central California"
ak,10648689,1,"Friday, February  1, 2013 15:48:52 UTC",61.9569,-148.9370,1.3,15.80, 6,"Southern Alaska"
nc,71933101,0,"Friday, February  1, 2013 15:32:48 UTC",38.7635,-122.6093,1.6,2.30,11,"Northern California"
ak,10648684,1,"Friday, February  1, 2013 15:29:32 UTC",61.7050,-150.4883,1.5,47.20, 6,"Southern Alaska"
ak,10648681,1,"Friday, February  1, 2013 14:51:04 UTC",62.3020,-151.1665,1.6,129.60, 9,"Central Alaska"
ci,15279857,2,"Friday, February  1, 2013 14:41:24 UTC",34.0503,-117.1885,1.9,7.00,22,"Greater Los Angeles area, California"
ak,10648676,1,"Friday, February  1, 2013 14:29:27 UTC",61.7465,-151.3928,1.7,37.90, 8,"Southern Alaska"
nc,71933056,0,"Friday, February  1, 2013 14:13:17 UTC",38.8152,-122.8203,1.2,2.90,23,"Northern California"
hv,60461836,3,"Friday, February  1, 2013 14:08:21 UTC",19.8007,-156.1565,2.6,36.00,25,"Hawaii region, Hawaii"
nn,00401500,9,"Friday, February  1, 2013 14:07:41 UTC",38.3912,-119.5258,1.6,7.40, 9,"Central California"
us,c000ezlw,8,"Friday, February  1, 2013 14:06:48 UTC",35.5505,139.9580,4.8,72.00,41,"near the south coast of Honshu, Japan"
nc,71933026,3,"Friday, February  1, 2013 13:49:49 UTC",38.8142,-122.8193,2.3,3.00,81,"Northern California"
nc,71933021,3,"Friday, February  1, 2013 13:48:03 UTC",38.8157,-122.8052,2.2,2.30,77,"Northern California"
nc,71933016,1,"Friday, February  1, 2013 13:38:06 UTC",37.4718,-118.8472,1.9,9.00,31,"Central California"
nc,71933006,5,"Friday, February  1, 2013 13:28:15 UTC",35.6665,-121.0730,3.1,6.80,96,"Central California"
nc,71932976,1,"Friday, February  1, 2013 12:25:16 UTC",37.9732,-122.0370,1.7,15.10,21,"San Francisco Bay area, California"
ak,10648656,1,"Friday, February  1, 2013 12:18:53 UTC",59.9835,-153.0019,1.6,3.30, 7,"Southern Alaska"
nc,71932931,3,"Friday, February  1, 2013 11:14:34 UTC",38.8228,-122.8378,2.0,1.00,69,"Northern California"
nc,71932921,1,"Friday, February  1, 2013 11:11:18 UTC",38.8238,-122.8372,2.0,1.10,33,"Northern California"
ci,15279817,0,"Friday, February  1, 2013 11:04:44 UTC",33.5640,-116.6493,1.7,4.50,17,"Southern California"
us,c000ezl2,6,"Friday, February  1, 2013 10:55:26 UTC",38.4965,142.3438,4.4,50.70,27,"near the east coast of Honshu, Japan"
nc,71932911,0,"Friday, February  1, 2013 10:54:59 UTC",35.7985,-120.3430,1.4,8.80,20,"Central California"
us,c000ezkv,6,"Friday, February  1, 2013 10:39:46 UTC",-26.5598,-178.9872,4.7,368.10,185,"south of the Fiji Islands"
nc,71932901,1,"Friday, February  1, 2013 10:35:33 UTC",35.7912,-120.3458,1.5,10.00,28,"Central California"
nc,71932896,0,"Friday, February  1, 2013 10:34:01 UTC",35.9348,-120.4968,1.1,10.80,13,"Central California"
ak,10648627,2,"Friday, February  1, 2013 10:22:21 UTC",67.7565,-143.7765,3.5,7.50,32,"northern Alaska"
ci,15279801,0,"Friday, February  1, 2013 10:06:45 UTC",31.8625,-116.1905,2.5,8.40,14,"Baja California, Mexico"
ak,10648619,1,"Friday, February  1, 2013 10:05:04 UTC",61.8289,-149.7892,1.4,34.30,10,"Southern Alaska"
ci,15279793,0,"Friday, February  1, 2013 09:58:39 UTC",34.1617,-116.4117,1.2,9.20,38,"Southern California"
nc,71932881,0,"Friday, February  1, 2013 09:40:45 UTC",39.1263,-123.1553,1.6,6.20, 8,"Northern California"
nc,71932831,3,"Friday, February  1, 2013 08:59:40 UTC",38.8247,-122.8558,2.2,2.50,80,"Northern California"
ak,10648594,1,"Friday, February  1, 2013 08:22:40 UTC",63.3835,-149.8101,1.1,89.30, 5,"Central Alaska"
nc,71932786,0,"Friday, February  1, 2013 08:05:35 UTC",36.2963,-120.8023,2.0,6.60,14,"Central California"
nc,71932781,1,"Friday, February  1, 2013 07:47:05 UTC",38.8130,-122.8163,1.4,3.10,28,"Northern California"
us,c000ezjt,7,"Friday, February  1, 2013 07:39:46 UTC",48.2846,154.6969,4.7,36.00,181,"Kuril Islands"
nc,71932776,0,"Friday, February  1, 2013 07:39:37 UTC",38.8275,-122.8550,1.1,2.20,22,"Northern California"
ak,10648568,2,"Friday, February  1, 2013 07:20:25 UTC",60.0257,-153.0424,2.8,3.70,19,"Southern Alaska"
hv,60461781,1,"Friday, February  1, 2013 07:19:35 UTC",19.3552,-155.2725,1.8,31.10,34,"Island of Hawaii, Hawaii"
ak,10648567,1,"Friday, February  1, 2013 07:17:26 UTC",59.9664,-152.9976,1.1,5.00, 8,"Southern Alaska"
ci,15279777,0,"Friday, February  1, 2013 07:11:16 UTC",32.9933,-116.2432,1.6,8.00,68,"Southern California"
nc,71932761,0,"Friday, February  1, 2013 06:58:45 UTC",38.8123,-122.8203,1.2,2.80,19,"Northern California"
ak,10648551,1,"Friday, February  1, 2013 06:47:57 UTC",59.2405,-142.7388,3.2,0.50,43,"Gulf of Alaska"
nc,71932736,0,"Friday, February  1, 2013 06:44:06 UTC",37.4188,-118.9263,1.5,4.80,16,"Central California"
ak,10648546,1,"Friday, February  1, 2013 06:33:25 UTC",59.3305,-152.6670,2.3,108.00,13,"Southern Alaska"
us,c000ezj6,8,"Friday, February  1, 2013 06:32:36 UTC",47.4805,81.1063,4.5,16.20,90,"eastern Kazakhstan"
ak,10648543,2,"Friday, February  1, 2013 06:14:42 UTC",62.1029,-141.9513,1.9,9.60, 8,"Central Alaska"
ak,10648539,1,"Friday, February  1, 2013 06:14:41 UTC",61.7891,-151.8703,2.0,141.10,14,"Southern Alaska"
nc,71932711,0,"Friday, February  1, 2013 06:09:17 UTC",37.5293,-118.8193,1.0,7.30,14,"Central California"
nc,71932706,1,"Friday, February  1, 2013 05:51:04 UTC",38.8160,-122.8178,1.8,2.50,35,"Northern California"
pr,13032000,0,"Friday, February  1, 2013 05:44:28 UTC",18.1840,-67.4032,2.8,9.00,16,"Mona Passage, Puerto Rico"
us,c000ezil,A,"Friday, February  1, 2013 05:36:40 UTC",-11.0900,165.5377,6.0,9.40,278,"Santa Cruz Islands"
